"V1","V2","V3"
10.2070426821366,-8.48748217876079,28.0851186810425
17.1488900024657,0.248549300120026,24.5320049796082
19.0725384917458,-7.25986197908423,25.6421494560336
13.3179070206054,-1.91297304134022,27.129216929285
20.0292258160663,-7.12192655125947,23.1606138453683
21.9419698079208,-11.6969147481008,23.1134592650148
15.9090949691287,-5.76118581764188,28.4986625697382
25.8518077151459,-11.4351018457409,11.9610638844975
25.9618918168638,-12.4330960695717,10.1025973920517
16.3511910530825,-18.055372824703,13.8655973439772
25.5340618956214,-12.0365518657947,10.8401380373977
11.4848478347744,-4.77262145577659,30.2936459186122
18.0269547280866,-20.2494063058811,9.91738461007348
9.53618194755712,-6.11468967347358,28.8493334829551
25.4762808170931,-8.05476244929057,14.5310133041999
11.3781252175197,-12.5702913234507,25.0226957171704
8.89930811770298,-18.6996374689973,18.1035937070783
22.3292178617353,-11.9656174312215,18.5473657791828
17.7459590473584,-20.3433308583363,10.7312108128946
11.3808368975737,-21.999632585547,12.8777024868211
22.2093391634458,-17.806033683583,13.0908092088867
22.9366567041246,-15.899227456898,16.7067780747718
22.0570386462187,-12.6002574808561,13.7273160567015
11.8441278181404,-13.5583395124734,20.3221874891569
9.20036595248875,-5.43632797541206,31.1136131163321
10.8040567037041,-1.83348612127013,28.6912083510788
19.3614734557288,-0.624237718510172,25.3654521872118
10.4517331743782,-16.8697096572823,23.4826022491754
12.6767984511225,-18.7935823067109,18.4805686876443
23.6562743847972,-12.6302374360517,11.2868571064873
12.6888487990053,-6.97146451555957,30.887355768644
16.2524434551062,-16.8464234875448,20.5266125280053
13.1987774075631,-11.9595368018299,26.1313551152808
12.261290064012,-13.8368076626248,25.1875843922489
8.304840707441,-13.9923087055916,25.4484899927984
19.6562256710409,-19.2174459074498,7.86686884803189
13.8175993444353,-9.32233143895,23.8700045348288
21.7269138320991,-13.0507141872335,19.7916060512282
7.12638603696635,-11.1907833548528,25.7881301672646
12.1125299359179,-18.9085983394101,17.8803086496468
13.7494330444951,-19.8403684413934,17.7804562015256
12.9028353382735,-14.5667704368687,23.897836393598
17.3404367748684,-1.99040973493,28.2409129073786
17.0976397755318,-17.0453864944666,16.0404861284187
23.0170291365504,-14.2341569660133,12.329714374395
17.3060314770224,-17.6068742079671,15.844124315046
25.2587115838673,-10.4743814204647,10.8070772687893
12.5905450202238,-2.99131819011826,28.1955205211748
11.7839813475957,-3.14296712665351,28.7208084896185
10.0718203361211,-3.77902165570421,26.2074486924515
7.79277107430747,-18.8752502345368,18.6767870703486
20.2769546883392,-13.7977404128264,19.5274708393851
21.9331774816351,-12.4229493826208,13.5738760994094
16.6188857945339,-15.9161811016786,22.8401522933422
16.5623147325939,-10.70259003196,23.897000163015
20.863019604791,-11.7871821282823,14.4583614797219
26.2721603534574,-12.9996161409215,9.86128612038544
