"X1","X2","X3","Class","Label","Spec200"
-6.13113599770051,-11.7149523810046,14.5598693529763,"Cherry",2,136
4.65391405325796,-15.9137689150868,8.27156454233146,"Cherry",2,136
4.66694855962216,-15.9111794863812,8.31663273782261,"Cherry",2,136
-1.1600127907167,-8.3440768774388,19.6943806190044,"Cherry",2,8
-0.430727762750388,-5.48334556202651,17.380125256431,"Cherry",2,8
1.08167771357874,-6.45088381937066,18.3115787094294,"Cherry",2,173
1.13591172869313,-6.53418141359404,18.9472272413127,"Cherry",2,173
-5.21537786104608,-10.2746173673358,18.1660347385607,"Cherry",2,115
-13.6454606284961,-4.85771486972624,11.7813905740311,"Cherry",2,170
-13.3306503167294,-4.20363937847383,11.6367108455462,"Cherry",2,170
-13.3206401828988,-4.19626834735145,11.6473832202445,"Cherry",2,170
-2.40612438909878,-7.9796772309706,17.1952966162058,"Cherry",2,8
-10.9159401460446,-11.7058564964008,14.8702870923706,"Cherry",2,11
2.62103803728604,-17.4911595494334,12.06553633713,"Cherry",2,54
2.96019923629743,-17.633618074461,12.0769099475773,"Cherry",2,14
-9.84148235491486,-9.26131577317936,13.7872802498898,"Cherry",2,167
3.71894465103012,-18.9121483093791,13.9100601236639,"Cherry",2,54
3.59847995478573,-18.9599747967357,13.9317666594126,"Cherry",2,54
-11.4369615507833,-10.099361496496,16.4941591719777,"Cherry",2,167
3.19569093095099,-19.2537934977212,14.5018156501631,"Cherry",2,9
3.2382771496557,-19.1666540660581,14.5075781058708,"Cherry",2,9
-8.61169314452073,-12.2135359710383,11.9727584182541,"Cherry",2,115
0.106166917161056,-13.2101701527445,12.7784935298238,"Cherry",2,200
0.0461040472450847,-13.2284808407383,12.8065204603783,"Cherry",2,200
-2.15126770674812,-8.27808304936601,17.7733425437226,"Cherry",2,8
-3.05321702972607,-9.61314872098429,18.3363705724174,"Cherry",2,8
-6.62656954630549,-11.408490930524,16.9535382713499,"Cherry",2,11
-4.60053062970466,-10.2534110887684,19.3493435006826,"Cherry",2,8
0.942746233036565,-10.1493559595476,19.6627574101393,"Cherry",2,173
1.23089505433258,-11.5132120237788,18.7814082964743,"Cherry",2,177
-9.88452409393443,-12.7653678831916,13.5638286980889,"Cherry",2,167
-9.15094770803339,-12.5717308987073,16.8113705011793,"Cherry",2,11
3.190353031577,-14.2437072547685,14.3596729889936,"Cherry",2,177
3.19972302617895,-14.3790266114553,14.364834451267,"Cherry",2,9
-8.95122813204791,-10.3048484446143,14.0756665144649,"Cherry",2,167
4.11373095025442,-15.5207586952431,10.1719234718192,"Cherry",2,136
5.29879518431799,-15.3030081427831,11.2575649319276,"Cherry",2,136
-1.73930690121038,-11.0322011853949,18.9166226143448,"Cherry",2,8
1.8325763848392,-12.1090213509595,15.7854487034643,"Cherry",2,177
1.88055889282979,-12.1133661639736,15.7203212469231,"Cherry",2,177
-0.861852668677495,-8.45742192191471,20.8875943097709,"Cherry",2,8
1.27516189970644,-7.70443767823272,20.2446689065956,"Cherry",2,173
0.98958598838394,-8.08843543680383,20.5438500679896,"Cherry",2,173
-9.84745626896119,-10.11548608825,16.2812665378164,"Cherry",2,11
-9.05846031783027,-8.90755707443968,13.9920382167628,"Cherry",2,167
1.495453039429,-17.4412521228506,12.5575732514046,"Cherry",2,54
1.57613111916197,-17.5252161256717,12.6242292075108,"Cherry",2,54
-2.68546456914211,-7.98521292489595,17.0825525970329,"Cherry",2,8
1.34125832041519,-7.58444080257578,16.5580200243511,"Cherry",2,86
1.28317106702151,-7.32830761852722,16.6760898591801,"Cherry",2,86
-7.98623869928644,-11.1031316516851,17.1253683272079,"Cherry",2,11
5.75965434282107,-13.8219982984897,15.9437075246576,"Cherry",2,177
5.75834673252301,-13.8432850357215,15.9619314016063,"Cherry",2,177
-10.3216661071099,-12.7292213217309,15.2977925908226,"Cherry",2,11
2.82262664922474,-14.434372753098,11.5159998930342,"Cherry",2,136
3.90893098281277,-14.9268894610167,11.6260612899768,"Cherry",2,136
-11.191205061216,-9.85604452509074,18.2805681564868,"Cherry",2,115
-1.8425577384514,-18.8013867499619,11.4028213590116,"Cherry",2,170
-1.77850622386161,-18.8491997010514,11.4341644013385,"Cherry",2,170
-4.89797674487577,-3.20679670657421,16.7826807252699,"Cherry",2,176
0.473057469441051,-7.92204558134523,23.7649610765963,"Cherry",2,176
0.560653038990529,-7.93067035878012,23.7549949206092,"Cherry",2,176
-8.48445066149493,-13.3896958167915,18.1131865187705,"Cherry",2,11
5.29371730892733,-14.8186078474617,15.9654459794941,"Cherry",2,177
3.37467011920315,-15.2679123705351,18.636609693917,"Cherry",2,9
-24.0604541039591,-7.32750767562522,10.9030523221889,"Cherry",2,106
-25.4364470705177,-5.598005669134,4.71741721044026,"Cherry",2,68
-25.418918674789,-5.59079504894616,4.71707453943883,"Cherry",2,68
-10.9061444715295,-11.6907634439693,13.7009262765944,"Cherry",2,167
