136	0
136	1
136	1
8	1
8	1
173	1
173	1
115	1
170	1
170	1
170	1
8	1
11	1
54	1
14	1
167	1
54	1
54	1
167	1
9	1
9	1
115	1
200	0
200	0
8	1
8	1
11	1
8	1
173	1
177	1
167	1
11	1
177	1
9	1
167	1
136	1
136	1
8	1
177	1
177	1
8	1
173	1
173	1
11	1
167	1
54	1
54	1
8	1
86	1
86	1
11	1
177	1
177	1
11	1
136	1
136	1
115	1
170	1
170	1
176	1
176	0
176	0
11	1
177	1
9	1
106	1
68	1
68	1
167	1
136	1
136	1
170	1
167	1
8	1
167	1
8	1
170	1
115	1
11	1
8	1
8	1
11	1
8	1
8	1
8	1
115	1
200	0
167	1
8	1
8	1
79	1
8	1
173	1
173	1
8	1
173	1
173	1
11	1
32	0
136	1
8	1
173	1
173	1
8	1
86	1
173	1
115	1
9	1
9	1
167	1
54	1
54	1
167	1
54	1
54	1
8	1
173	1
173	1
8	1
173	1
173	1
11	1
9	1
9	1
167	1
9	1
9	1
11	1
14	1
14	1
8	1
173	1
173	1
11	1
136	1
136	1
8	1
173	1
173	1
8	1
173	1
173	1
11	1
200	0
200	0
11	1
14	0
200	0
11	1
32	1
32	1
8	1
173	1
173	1
8	1
173	1
173	1
8	1
177	1
177	1
11	1
9	1
9	1
8	1
173	1
173	1
8	1
173	1
173	1
8	1
173	1
173	1
86	1
86	1
86	1
11	1
136	1
136	1
8	1
173	1
173	1
11	1
54	1
54	1
115	1
200	0
200	0
11	1
9	1
9	1
11	1
136	1
136	1
8	1
173	1
173	1
11	1
9	1
9	1
167	1
9	1
9	1
8	1
173	1
173	1
115	1
54	1
54	1
86	1
86	1
86	1
11	1
136	1
177	1
8	1
8	1
11	1
11	1
11	1
11	1
11	1
11	1
173	1
11	1
115	1
11	1
8	1
11	1
8	1
8	1
174	1
115	1
167	1
115	1
8	1
11	1
11	1
136	0
136	1
136	1
115	1
200	0
200	0
167	1
54	1
54	1
11	1
9	1
9	1
115	1
200	0
200	0
8	1
173	1
173	1
11	1
14	1
14	1
86	1
86	1
86	1
8	1
170	1
170	1
115	1
136	1
136	1
8	1
86	1
86	1
167	1
167	1
167	1
176	0
176	0
176	0
11	1
177	1
177	1
11	1
9	1
14	1
8	1
173	1
173	1
8	1
173	1
173	1
167	1
136	1
136	1
8	1
177	1
177	1
8	1
86	1
86	1
86	1
86	1
86	1
115	1
86	1
170	1
115	1
136	1
136	1
167	1
9	1
9	1
11	1
14	1
14	1
167	1
9	1
9	1
11	1
136	1
136	1
173	1
173	1
173	1
8	1
177	1
173	1
8	1
173	1
173	1
115	1
54	0
54	0
11	1
177	1
177	1
8	1
11	1
167	1
176	0
8	1
8	1
11	1
11	1
11	1
8	1
8	1
11	1
8	1
8	1
8	1
115	1
173	1
8	1
8	1
170	1
8	1
173	1
173	1
11	1
9	1
9	1
11	0
9	1
9	1
11	1
136	1
136	1
11	1
14	1
14	1
167	1
9	1
9	1
86	1
86	1
86	1
11	1
200	0
200	0
11	1
200	0
200	0
8	1
173	1
173	1
11	1
43	0
177	0
8	1
173	1
173	1
173	1
173	1
173	1
167	1
9	1
9	1
170	1
9	0
9	0
8	1
173	1
173	1
11	1
14	1
14	1
8	1
173	1
173	1
11	1
200	0
200	0
8	1
173	1
173	1
8	1
173	1
173	1
167	1
136	1
136	1
167	1
54	1
54	1
11	1
136	1
136	1
8	1
177	1
9	1
11	1
9	1
9	1
8	1
173	1
173	1
11	1
14	1
14	1
8	1
86	1
173	1
8	1
173	1
173	1
11	1
200	0
200	0
167	1
170	1
170	1
115	1
177	1
177	1
115	1
177	1
177	1
8	1
173	1
173	1
11	1
136	1
136	1
11	1
9	1
9	1
11	1
136	1
136	1
11	1
136	1
136	1
8	1
8	1
167	1
11	1
11	1
8	1
11	1
11	1
11	1
8	1
167	1
8	1
11	1
11	1
11	1
167	1
11	1
11	1
8	1
8	1
115	1
176	1
115	1
170	1
11	0
167	1
11	1
9	1
200	0
8	1
173	1
173	1
11	1
9	1
9	1
11	1
14	1
200	0
167	1
54	1
54	1
8	1
177	1
177	1
8	1
86	1
86	1
11	1
9	1
9	1
167	1
86	1
9	1
11	1
14	1
14	1
8	1
86	1
173	1
11	1
14	1
14	1
11	1
9	1
9	1
167	1
136	1
177	1
136	0
9	1
136	1
11	1
9	1
9	1
11	1
9	1
9	1
11	1
9	1
9	1
115	1
170	1
170	1
167	1
170	1
170	1
8	1
173	1
173	1
115	1
200	0
200	0
11	1
14	1
14	1
11	1
9	1
9	1
115	1
9	1
9	1
11	1
9	1
9	1
136	0
136	1
136	1
167	1
170	1
170	1
8	1
173	1
173	1
8	1
173	1
173	1
8	1
177	1
177	1
167	1
9	1
9	1
11	1
14	1
14	1
11	1
9	1
9	1
8	1
173	1
173	1
11	1
115	1
8	1
162	1
8	1
8	1
11	1
8	1
167	1
8	1
115	1
8	1
11	1
8	1
11	1
11	1
8	1
167	1
9	1
9	1
11	1
136	1
136	1
170	1
9	0
9	0
11	1
136	1
136	1
8	1
173	1
173	1
11	1
14	1
14	1
8	1
177	1
177	1
11	1
9	1
9	1
173	1
173	1
173	1
115	1
200	0
200	0
115	1
200	0
200	0
8	1
173	1
173	1
115	1
200	0
200	0
11	1
9	1
9	1
11	1
14	1
14	1
11	1
136	1
136	1
11	1
14	1
14	1
170	1
170	1
170	1
8	1
173	1
173	1
8	1
173	1
173	1
11	1
9	1
9	1
8	1
173	1
173	1
11	1
14	1
14	1
8	1
86	1
173	1
11	1
14	1
14	1
11	1
32	0
32	0
11	1
11	1
115	1
11	1
11	1
11	1
11	1
11	1
11	1
167	1
167	1
8	1
115	1
11	1
11	1
11	1
8	1
8	1
115	1
177	1
177	1
11	1
9	1
9	1
8	1
173	1
173	1
11	1
136	1
136	1
11	1
14	1
14	1
115	1
177	1
177	1
115	1
173	1
177	1
8	1
173	1
177	0
167	1
136	1
54	1
167	1
54	0
54	0
11	1
14	1
14	1
11	1
9	1
9	1
8	1
173	1
173	1
8	1
173	1
173	1
11	1
9	1
9	1
11	1
9	1
177	1
11	1
14	1
14	1
8	1
173	1
173	1
115	1
200	0
200	0
115	1
86	0
54	1
11	1
200	0
200	0
115	1
200	0
11	1
11	1
8	1
11	1
11	1
167	1
167	1
9	0
54	0
8	1
173	1
177	1
115	1
177	1
173	1
11	1
14	1
14	1
115	1
170	1
170	1
86	1
86	1
86	1
115	1
177	1
177	1
11	1
9	1
9	1
8	1
9	0
177	1
8	1
177	1
177	1
11	1
9	1
9	1
11	1
170	1
170	1
11	1
32	1
32	1
167	1
9	1
9	1
11	1
14	1
14	1
170	1
170	1
170	1
11	1
9	1
9	1
11	1
177	1
9	1
173	1
173	1
173	1
11	1
136	1
136	1
167	1
136	1
136	1
11	1
14	1
200	0
115	1
9	1
9	1
11	1
200	0
200	0
11	1
9	1
9	1
11	1
136	1
136	1
115	1
177	1
177	1
8	1
86	1
86	1
8	1
86	1
86	1
200	0
32	0
32	0
8	1
177	1
177	1
11	1
14	1
14	1
11	1
9	1
177	1
8	1
173	1
173	1
11	1
136	1
136	1
8	1
173	1
173	1
8	1
173	1
173	1
11	1
200	0
200	0
11	1
14	1
177	1
8	1
173	1
173	1
167	1
54	1
54	1
11	1
177	1
177	1
8	1
173	1
173	1
200	0
32	0
32	0
8	1
173	1
173	1
167	1
14	1
9	1
8	1
173	1
173	1
11	1
200	0
200	0
115	1
177	1
177	1
8	1
173	1
173	1
167	1
9	1
9	1
115	1
136	1
136	1
8	1
173	1
173	1
8	1
86	1
86	1
167	1
136	1
136	1
8	1
173	1
173	1
11	1
14	1
14	1
11	1
9	1
9	1
8	1
173	1
173	1
11	1
136	1
136	1
11	1
200	0
200	0
8	1
173	1
173	1
115	1
54	0
173	1
11	1
136	1
136	1
173	1
173	1
173	1
8	1
173	1
173	1
11	1
9	1
9	1
11	1
9	1
9	1
167	1
9	1
9	1
11	1
